token	label	f_x	f_y	f_xy	pmi	pmi_freq
Gewalt	4	1413	34	12	2.2240461872268855	7.842788679559974
Flüchtlingsunterkünft	4	1413	20	9	2.466992365837275	7.390448648950039
Heiko	4	1413	14	8	2.705884274119624	7.1409837267060565
Maas	4	1413	16	8	2.5723528814951013	7.132076588854322
Bundesjustizminister	4	1413	10	8	3.042356510740837	7.005284749205231
Schutz	4	1413	53	11	1.6931034213012957	6.722114822399965
Anschlag	4	1413	21	7	2.166887773386937	6.597138446105078
Übergriff	4	1413	15	6	2.349209330180892	6.361776799027553
Polizei	4	1413	31	7	1.777423006625214	6.1036478617085015
inhaftieren	4	1413	13	5	2.3099886170276105	5.925003818988434
verurteilen	4	1413	14	5	2.2358806448738884	5.900617203999325
Heidenau	4	1413	15	5	2.166887773386937	5.868040870486415
schützen	4	1413	18	5	1.9845662165929825	5.7361341441152
Sicherheit	4	1413	7	5	2.9290278254338338	5.699624972377111
sexuell	4	1413	7	5	2.9290278254338338	5.699624972377111
darin	4	1413	9	4	2.454569845838718	5.393241192065207
Flüchtlingsheim	4	1413	12	4	2.166887773386937	5.384513837433514
Tat	4	1413	8	4	2.5723528814951013	5.349057441640741
schreiben	4	1413	25	5	1.6560621496209464	5.33065841789413
Samstag	4	1413	25	5	1.6560621496209464	5.33065841789413
Flüchtlingsunterkünfte	4	1413	7	4	2.705884274119624	5.265407671178545
Angst	4	1413	15	4	1.9437442220727275	5.263756931475308
Geflüchtet	4	1413	17	4	1.8185810791187214	5.1524281806073144
Möglichkeit	4	1413	20	4	1.6560621496209464	4.961118828630667
Gefängnis	4	1413	5	4	3.042356510740837	4.896483911527026
Heim	4	1413	8	3	2.2846708090433205	4.75083938938796
wenigstens	4	1413	6	3	2.5723528814951013	4.60903763361492
Unterkunft	4	1413	26	4	1.3936978851534556	4.540802254666335
gut	4	1413	98	10	0.9831176763785205	4.507562573901697
distanzieren	4	1413	5	3	2.7546744382890562	4.433477477395517
beschämend	4	1413	5	3	2.7546744382890562	4.433477477395517
Gefahr	4	1413	5	3	2.7546744382890562	4.433477477395517
recht	4	1413	16	3	1.5915236284833754	4.412640463511142
Sachsen	4	1413	17	3	1.5308990066669403	4.337363494091182
Ausländer	4	1413	17	3	1.5308990066669403	4.337363494091182
verpflichten	4	1413	19	3	1.4196733715567162	4.180141612896236
Frau	4	1413	19	3	1.4196733715567162	4.180141612896236
Wochenende	4	1413	32	4	1.186058520375211	4.110565596885889
Kind	4	1413	32	4	1.186058520375211	4.110565596885889
Innenminister	4	1413	70	7	0.9629149690610013	4.09093966455377
setzen	4	1413	59	6	0.9797220873773824	3.994853495902748
Gewerkschaft	4	1413	7	2	2.0127370935596787	3.916605537737872
Angriff	4	1413	7	2	2.0127370935596787	3.916605537737872
Haus	4	1413	8	2	1.8792057009351562	3.9076983998861374
rechtsextrem	4	1413	8	2	1.8792057009351562	3.9076983998861374
Ankunft	4	1413	8	2	1.8792057009351562	3.9076983998861374
unbegleitet	4	1413	8	2	1.8792057009351562	3.9076983998861374
frei	4	1413	8	2	1.8792057009351562	3.9076983998861374
teilnehmen	4	1413	8	2	1.8792057009351562	3.9076983998861374
Nacht	4	1413	8	2	1.8792057009351562	3.9076983998861374
Brandanschlag	4	1413	6	2	2.166887773386937	3.8825416867205402
Bundesverfassungsgericht	4	1413	6	2	2.166887773386937	3.8825416867205402
bedrohen	4	1413	6	2	2.166887773386937	3.8825416867205402
minderjährig	4	1413	6	2	2.166887773386937	3.8825416867205402
generell	4	1413	6	2	2.166887773386937	3.8825416867205402
verletzen	4	1413	6	2	2.166887773386937	3.8825416867205402
Kooperation	4	1413	6	2	2.166887773386937	3.8825416867205402
jeweilig	4	1413	6	2	2.166887773386937	3.8825416867205402
Organisator	4	1413	9	2	1.7614226652787728	3.870241171227589
verschärfen	4	1413	9	2	1.7614226652787728	3.870241171227589
tun	4	1413	36	4	1.0682754847188274	3.8281854309782988
bewegen	4	1413	10	2	1.6560621496209464	3.8132240187888664
widersprechen	4	1413	10	2	1.6560621496209464	3.8132240187888664
offensichtlich	4	1413	10	2	1.6560621496209464	3.8132240187888664
Frank	4	1413	10	2	1.6560621496209464	3.8132240187888664
fremdenfeindlich	4	1413	10	2	1.6560621496209464	3.8132240187888664
Willkommensfest	4	1413	5	2	2.349209330180892	3.780906560237046
Flüchtlingsheime	4	1413	5	2	2.349209330180892	3.780906560237046
sobald	4	1413	5	2	2.349209330180892	3.780906560237046
verbieten	4	1413	5	2	2.349209330180892	3.780906560237046
Asylunterkünfte	4	1413	5	2	2.349209330180892	3.780906560237046
angreifen	4	1413	5	2	2.349209330180892	3.780906560237046
Bundesland	4	1413	24	3	1.186058520375211	3.7693578236952563
Sachsen-Anhalt	4	1413	11	2	1.5607519698166217	3.7425197704340225
Neonazi	4	1413	11	2	1.5607519698166217	3.7425197704340225
besonderer	4	1413	12	2	1.473740592826992	3.6621077991783024
schließlich	4	1413	12	2	1.473740592826992	3.6621077991783024
Aufgabe	4	1413	26	3	1.1060158127016744	3.6035062903603414
besonders	4	1413	13	2	1.3936978851534556	3.5747644950198585
Wort	4	1413	13	2	1.3936978851534556	3.5747644950198585
vier	4	1413	14	2	1.3195899129997335	3.482473431988308
gesetzlich	4	1413	14	2	1.3195899129997335	3.482473431988308
geben	4	1413	128	10	0.7160548911294754	3.474320002387881
einreisen	4	1413	28	3	1.0319078405479525	3.438527960359042
mehrere	4	1413	28	3	1.0319078405479525	3.438527960359042
Person	4	1413	15	2	1.250597041512782	3.3866795697665184
bevor	4	1413	15	2	1.250597041512782	3.3866795697665184
Unterbringung	4	1413	29	3	0.9968165207366826	3.356576113538257
Staat	4	1413	58	5	0.8144949639427279	3.307210383466507
wenden	4	1413	16	2	1.186058520375211	3.2884524775087116
Papier	4	1413	16	2	1.186058520375211	3.2884524775087116
Pflicht	4	1413	16	2	1.186058520375211	3.2884524775087116
verhindern	4	1413	30	3	0.9629149690610013	3.275063871533573
Demonstration	4	1413	30	3	0.9629149690610013	3.275063871533573
gleich	4	1413	17	2	1.125433898558776	3.188594339249934
sofort	4	1413	17	2	1.125433898558776	3.188594339249934
verlangen	4	1413	32	3	0.8983764479234301	3.1135355097979205
hart	4	1413	18	2	1.0682754847188274	3.0877132906841345
Berlin	4	1413	62	5	0.7478035894440557	3.086285907254705
erst	4	1413	33	3	0.8676047892566764	3.033586706000501
Straße	4	1413	19	2	1.0142082634485516	2.9862743438906216
Versorgung	4	1413	19	2	1.0142082634485516	2.9862743438906216
Donnerstag	4	1413	19	2	1.0142082634485516	2.9862743438906216
unterbringen	4	1413	19	2	1.0142082634485516	2.9862743438906216
Bürger	4	1413	34	3	0.8377518261069951	2.9542149690088104
einführen	4	1413	20	2	0.9629149690610013	2.8846354495042843
Flüchtlingsunterkunft	4	1413	20	2	0.9629149690610013	2.8846354495042843
Gruppe	4	1413	20	2	0.9629149690610013	2.8846354495042843
ja	4	1413	20	2	0.9629149690610013	2.8846354495042843
zeigen	4	1413	35	3	0.8087642892337428	2.8754385479290505
SPD	4	1413	149	10	0.5641388491036334	2.8229205100124495
Antrag	4	1413	36	3	0.7805934122670466	2.7972712760930394
gewähren	4	1413	21	2	0.9141248048915691	2.7830734793719283
nötig	4	1413	21	2	0.9141248048915691	2.7830734793719283
Platz	4	1413	22	2	0.8676047892566764	2.681803236329382
mal	4	1413	22	2	0.8676047892566764	2.681803236329382
CDU-Politikerin	4	1413	5	1	1.6560621496209464	2.665329208947065
schüren	4	1413	5	1	1.6560621496209464	2.665329208947065
vereinfachen	4	1413	5	1	1.6560621496209464	2.665329208947065
hören	4	1413	5	1	1.6560621496209464	2.665329208947065
längst	4	1413	5	1	1.6560621496209464	2.665329208947065
vollständig	4	1413	5	1	1.6560621496209464	2.665329208947065
Frankfurt	4	1413	5	1	1.6560621496209464	2.665329208947065
bitte	4	1413	5	1	1.6560621496209464	2.665329208947065
Elsässer	4	1413	5	1	1.6560621496209464	2.665329208947065
Form	4	1413	5	1	1.6560621496209464	2.665329208947065
niemand	4	1413	5	1	1.6560621496209464	2.665329208947065
inzwischen	4	1413	5	1	1.6560621496209464	2.665329208947065
geschehen	4	1413	5	1	1.6560621496209464	2.665329208947065
eur	4	1413	5	1	1.6560621496209464	2.665329208947065
engagiert	4	1413	5	1	1.6560621496209464	2.665329208947065
Verständnis	4	1413	5	1	1.6560621496209464	2.665329208947065
anweisen	4	1413	5	1	1.6560621496209464	2.665329208947065
Stein	4	1413	5	1	1.6560621496209464	2.665329208947065
Bezug	4	1413	5	1	1.6560621496209464	2.665329208947065
geeignet	4	1413	5	1	1.6560621496209464	2.665329208947065
erkennen	4	1413	5	1	1.6560621496209464	2.665329208947065
Islamist	4	1413	5	1	1.6560621496209464	2.665329208947065
versammeln	4	1413	5	1	1.6560621496209464	2.665329208947065
Demokratie	4	1413	5	1	1.6560621496209464	2.665329208947065
strukturell	4	1413	5	1	1.6560621496209464	2.665329208947065
lässt	4	1413	5	1	1.6560621496209464	2.665329208947065
Geflüchtete	4	1413	5	1	1.6560621496209464	2.665329208947065
jugendlich	4	1413	5	1	1.6560621496209464	2.665329208947065
Vizekanzler	4	1413	5	1	1.6560621496209464	2.665329208947065
EU-Innenminister	4	1413	5	1	1.6560621496209464	2.665329208947065
Brand	4	1413	5	1	1.6560621496209464	2.665329208947065
Bekämpfung	4	1413	5	1	1.6560621496209464	2.665329208947065
sieben	4	1413	5	1	1.6560621496209464	2.665329208947065
gewalttätig	4	1413	5	1	1.6560621496209464	2.665329208947065
Vorratsdatenspeicherung	4	1413	5	1	1.6560621496209464	2.665329208947065
Terrorist	4	1413	5	1	1.6560621496209464	2.665329208947065
islamistisch	4	1413	5	1	1.6560621496209464	2.665329208947065
nachdenken	4	1413	5	1	1.6560621496209464	2.665329208947065
allerdings	4	1413	38	3	0.7265261909967708	2.6428016170485824
Ausschreitung	4	1413	6	1	1.473740592826992	2.6405886623835304
Leipzig	4	1413	6	1	1.473740592826992	2.6405886623835304
Pressekonferenz	4	1413	6	1	1.473740592826992	2.6405886623835304
Ehrenamtliche	4	1413	6	1	1.473740592826992	2.6405886623835304
trennen	4	1413	6	1	1.473740592826992	2.6405886623835304
überlassen	4	1413	6	1	1.473740592826992	2.6405886623835304
Asylantragsteller	4	1413	6	1	1.473740592826992	2.6405886623835304
Ulla	4	1413	6	1	1.473740592826992	2.6405886623835304
Chemnitz	4	1413	6	1	1.473740592826992	2.6405886623835304
Aktion	4	1413	6	1	1.473740592826992	2.6405886623835304
positionieren	4	1413	6	1	1.473740592826992	2.6405886623835304
Wiedereinführung	4	1413	6	1	1.473740592826992	2.6405886623835304
Bewohner	4	1413	6	1	1.473740592826992	2.6405886623835304
getrennt	4	1413	6	1	1.473740592826992	2.6405886623835304
wesentlich	4	1413	6	1	1.473740592826992	2.6405886623835304
Arm	4	1413	6	1	1.473740592826992	2.6405886623835304
vorerst	4	1413	6	1	1.473740592826992	2.6405886623835304
Gespräch	4	1413	6	1	1.473740592826992	2.6405886623835304
behaupten	4	1413	6	1	1.473740592826992	2.6405886623835304
Täter	4	1413	6	1	1.473740592826992	2.6405886623835304
Tröglitzer	4	1413	6	1	1.473740592826992	2.6405886623835304
Toleranz	4	1413	6	1	1.473740592826992	2.6405886623835304
schwierig	4	1413	6	1	1.473740592826992	2.6405886623835304
null	4	1413	6	1	1.473740592826992	2.6405886623835304
Appell	4	1413	6	1	1.473740592826992	2.6405886623835304
Russland	4	1413	6	1	1.473740592826992	2.6405886623835304
meist	4	1413	6	1	1.473740592826992	2.6405886623835304
taz	4	1413	6	1	1.473740592826992	2.6405886623835304
Linie	4	1413	6	1	1.473740592826992	2.6405886623835304
treffen	4	1413	6	1	1.473740592826992	2.6405886623835304
teilweise	4	1413	6	1	1.473740592826992	2.6405886623835304
fragen	4	1413	7	1	1.3195899129997335	2.5678034042971993
Bundesebene	4	1413	7	1	1.3195899129997335	2.5678034042971993
Bulgarien	4	1413	7	1	1.3195899129997335	2.5678034042971993
bezahlen	4	1413	7	1	1.3195899129997335	2.5678034042971993
religiös	4	1413	7	1	1.3195899129997335	2.5678034042971993
Verbot	4	1413	7	1	1.3195899129997335	2.5678034042971993
allgemein	4	1413	7	1	1.3195899129997335	2.5678034042971993
Angebot	4	1413	7	1	1.3195899129997335	2.5678034042971993
inakzeptabel	4	1413	7	1	1.3195899129997335	2.5678034042971993
Bewegung	4	1413	7	1	1.3195899129997335	2.5678034042971993
unbegründet	4	1413	7	1	1.3195899129997335	2.5678034042971993
Bundesrepublik	4	1413	7	1	1.3195899129997335	2.5678034042971993
Verwaltung	4	1413	7	1	1.3195899129997335	2.5678034042971993
Moschee	4	1413	7	1	1.3195899129997335	2.5678034042971993
